,label,runID,ner_f1_macro,rel_f1_macro,rel_nec_f1_macro,ner_f1_micro,rel_f1_micro,rel_nec_f1_micro,train_batch_size,epochs,neg_entity_count,neg_relation_count,lr,weight_decay,eval_batch_size,rel_filter_threshold,prop_drop
68,scierc_rob_train,2022-03-22_17.10.24.480132,67.31615523743494,42.99873200586184,30.31409201142315,69.06650396583282,46.100917431192656,35.091743119266056,4,20,100,100,4e-05,0.15,1,0.4,0.25
69,scierc_rob_train,2022-03-22_17.58.14.707227,64.96705539184757,42.4885593403806,30.39078489996062,66.99266503667481,44.44444444444445,33.447880870561285,8,40,125,100,5e-05,0.15,1,0.4,0.25
70,scierc_rob_train,2022-03-22_17.36.49.251748,67.18660760333971,42.14298682435938,29.09645510625903,68.47290640394088,44.14414414414414,32.88288288288289,6,30,100,100,4e-05,0.15,1,0.4,0.25
71,scierc_rob_train,2022-03-22_15.13.18.446042,66.78323358564774,42.91447607009303,29.33912637725419,68.05131337813073,46.8609865470852,35.2017937219731,4,20,100,100,5e-05,0.15,1,0.4,0.25
72,scierc_rob_train,2022-03-22_12.42.15.274505,67.04981674925294,44.86997631288211,32.32974103446876,68.75,46.97833523375142,36.488027366020525,4,20,100,100,5e-05,0.1,1,0.4,0.2
73,scierc_rob_train,2022-03-23_17.42.00.075533,68.2289569975287,43.401292758774886,31.77120469870613,69.4074969770254,45.87570621468927,35.48022598870057,4,20,100,100,5e-05,0.15,1,0.4,0.2
74,scierc_rob_train,2022-03-22_13.52.36.286048,66.76869508897035,40.85568817012052,28.10533149135267,67.95413397706699,43.02963776070253,32.49176728869374,4,20,100,100,3e-05,0.2,1,0.4,0.2
75,scierc_rob_train,2022-03-23_18.28.13.297036,66.93016937863284,40.9340889351611,29.599139663283893,68.43054720384846,44.61538461538462,35.16483516483517,4,20,100,100,5e-05,0.15,1,0.4,0.2
76,scierc_rob_train,2022-03-23_17.57.34.372778,67.84060918078777,35.73966204272789,26.70332107187192,69.48640483383686,39.40242763772175,31.5592903828198,4,20,100,100,5e-05,0.15,1,0.4,0.2
77,scierc_rob_train,2022-03-23_17.24.48.920799,67.42182469115207,45.794171090407566,33.40182647261402,68.53658536585367,48.081264108352144,36.794582392776526,4,20,100,100,5e-05,0.15,1,0.4,0.2
78,scierc_rob_train,2022-03-22_16.49.15.916860,65.82946658089651,38.1837521396473,26.887888985429427,67.51669702489376,42.79176201372998,32.723112128146454,4,20,100,100,5e-05,0.15,1,0.4,0.25
79,scierc_rob_train,2022-03-22_13.01.05.757922,67.57164150339749,44.34006949487288,35.4336641917528,68.75383670963782,46.17142857142857,37.71428571428571,4,20,100,100,5e-05,0.2,1,0.4,0.2
80,scierc_rob_train,2022-03-23_18.12.54.697621,66.06310334774184,45.117355212761794,31.858546816108785,66.99326393141459,46.29418472063855,34.89167616875713,4,20,100,100,5e-05,0.15,1,0.4,0.2
81,scierc_rob_train,2022-03-22_14.31.14.577274,66.93816077038747,42.23320836008565,29.341456325359133,68.12121212121211,44.87034949267192,33.59639233370913,4,20,100,100,6e-05,0.3,1,0.4,0.2
82,scierc_rob_train,2022-03-22_14.11.26.026952,64.67183682197269,42.82526013545752,32.41735210311656,67.80487804878048,47.52252252252253,37.38738738738739,4,20,100,100,6e-05,0.2,1,0.4,0.2
