criterion,label,seq,index,train_batch_size,epochs,neg_entity_count,neg_relation_count,lr,weight_decay,model_path,eval_batch_size,rel_filter_threshold,prop_drop,runID,ner_f1_micro,ner_f1_macro,rel_f1_micro,rel_f1_macro,rel_nec_f1_micro,rel_nec_prec_macro,rel_nec_rec_macro,rel_nec_f1_macro,epoch,output_hidden_states,hidden_state_from_layer,f_score_beta
rel_f1_macro,conll04_elec_train,2,274,4,20,100,100,5e-05,0.05,google/electra-base-discriminator,1,0.55,0.0,2022-03-26_10.39.43.538891,77.06622879036672,73.74452950452341,61.36363636363635,62.67040409459958,61.36363636363635,69.38935967107149,58.8029019035884,62.67040409459958,20.0,,,
rel_f1_macro,conll04_elec_train,3,295,4,20,100,100,5e-05,0.0,google/electra-base-discriminator,1,0.55,0.2,2022-03-26_13.32.25.239534,75.63395810363838,72.44353623889532,60.88328075709779,62.52017814176119,60.252365930599375,66.27490645140041,59.25914284037853,61.91324670892021,20.0,,,
rel_f1_macro,conll04_elec_train,4,372,4,20,100,100,0.0001,0.05,google/electra-base-discriminator,1,0.5,0.2,2022-03-26_14.34.50.468169,74.12353923205342,70.54691700596659,60.54750402576489,62.46422413793103,60.54750402576489,68.54698489565318,58.29164885457792,62.46422413793103,20.0,,,
rel_f1_macro,conll04_rob_train,0,486,4,20,100,100,5e-05,0.0,roberta-base,1,0.5,0.0,2022-03-25_06.10.18.550381,86.23751387347392,82.76140240382091,69.65620328849027,71.51875250196399,69.35724962630792,73.24257647395946,69.87256603046077,71.206252501964,20.0,,,
rel_f1_macro,conll04_rob_train,1,535,4,20,100,100,5e-05,0.005,roberta-base,1,0.5,0.2,2022-03-25_05.43.53.077390,86.18968386023293,82.44038028066824,70.2127659574468,71.40701467299404,70.2127659574468,73.81715073508116,70.31973747076722,71.40701467299404,20.0,,,
rel_f1_macro,conll04_rob_train,2,493,4,20,100,100,4e-05,0.0,roberta-base,1,0.5,0.0,2022-03-25_15.07.11.369668,87.04318936877078,83.39720103756693,70.8898944193062,71.30010307153165,70.8898944193062,73.16603074851308,70.91537371857737,71.30010307153165,20.0,,,
rel_f1_macro,conll04_rob_train,3,379,4,20,100,100,6e-05,0.01,roberta-base,1,0.45,0.3,2022-03-25_17.59.01.982799,85.06787330316742,81.42104975136945,68.87835703001579,70.27536777615187,68.87835703001579,75.89160421536262,66.43524362746331,70.27536777615187,20.0,,,
rel_f1_macro,conll04_rob_train,4,550,4,20,100,100,6e-05,0.01,roberta-base,1,0.4,0.2,2022-03-25_17.07.14.234155,84.8856664807585,80.8998182096836,68.98638426626323,70.2153804203412,68.38124054462935,71.61912229685653,68.71082388244861,69.66939171977623,20.0,,,
rel_f1_macro,conll04_rob_train_lvl,0,91,4,20,100,100,4e-05,0.0,roberta-base,1,0.5,0.0,2022-03-31_10.44.39.925787,84.71372984991663,80.70241733832201,65.85365853658537,68.09264155636647,65.54878048780488,71.32125856263787,65.42260333107015,67.88211524057701,20.0,True,8.0,
rel_f1_macro,docRed_bert_train_lvl,0,617,12,30,200,200,8e-05,0.1,bert-base-cased,12,0.5,0.2,2022-04-04_18.41.50.524935,99.85773692274022,99.80374418093896,90.01372010976087,64.97584472705805,90.01372010976087,69.0784246857942,58.71526550590185,64.97584472705805,30.0,False,11.0,0.5
rel_f1_macro,docRed_bert_train_lvl,1,614,12,30,200,200,5e-05,0.01,bert-base-cased,12,0.5,0.1,2022-04-04_04.33.41.768240,87.78347732181425,86.47059153106737,60.616856677524446,35.24556056888401,60.00610749185668,39.70284554201428,29.73393195517722,34.56945157093762,30.0,False,11.0,0.5
rel_f1_macro,docRed_bert_train_lvl,2,618,12,30,200,200,5e-05,0.0,bert-base-cased,12,0.5,0.2,2022-04-04_10.47.30.574246,88.06941431670282,86.96724223360654,60.94398340248964,34.71239885000345,60.37344398340249,38.31174831507172,28.185765737279635,33.661195460797714,30.0,False,11.0,0.5
rel_f1_macro,docRed_bert_train_lvl,3,630,12,30,200,200,5e-05,0.01,bert-base-cased,12,0.5,0.2,2022-04-04_06.37.09.385758,88.3480985306828,87.20721630523974,60.57224025974026,34.14078959352184,60.06493506493506,37.67371663686051,28.861312627389086,33.3032087239118,30.0,False,11.0,0.5
rel_f1_macro,docRed_bert_train_lvl,4,622,12,30,200,200,5e-05,0.0,bert-base-cased,12,0.5,0.1,2022-04-04_08.40.39.096705,87.93494704992436,86.73974244813456,60.51587301587301,33.80404129813747,59.88930659983291,36.72168907433375,28.23318442362821,32.79804908282355,30.0,False,11.0,0.5
rel_f1_macro,docRed_rob_train_lvl,0,210,8,30,200,200,5e-05,0.1,roberta-base,1,0.5,0.1,2022-04-05_09.47.37.728639,87.01944080384447,85.78792376695564,58.64509605662286,25.39330332329528,58.076339737108185,32.017471348078374,17.681136709316007,23.96894485956877,30.0,False,11.0,0.5
rel_f1_macro,docRed_rob_train_lvl,1,208,8,30,200,200,5e-05,0.0,roberta-base,1,0.5,0.1,2022-04-05_15.37.34.269938,86.8789496622358,85.43726332573968,57.232481060606055,24.98487179673364,56.7589962121212,30.81134749789341,17.666940975272922,24.47127109113137,30.0,False,11.0,0.5
rel_f1_macro,docRed_rob_train_lvl,2,213,8,30,200,200,5e-05,0.1,roberta-base,1,0.5,0.2,2022-04-05_07.04.03.787270,86.87269172278947,85.52872065525405,58.887809616318606,24.75465257512349,58.40213695968918,30.494770390456612,17.768269319064398,24.1179674014206,30.0,False,11.0,0.5
rel_f1_macro,docRed_rob_train_lvl,3,215,8,30,200,200,5e-05,0.0,roberta-base,1,0.5,0.2,2022-04-05_12.47.34.061412,87.06765281705458,85.7448736326756,59.12678207739308,22.928499860587586,58.87219959266802,30.507777062779866,15.427413191586645,22.47663272763072,30.0,False,11.0,0.5
rel_f1_macro,docRed_rob_train_lvl,4,214,8,30,200,200,3e-05,0.1,roberta-base,1,0.5,0.2,2022-04-04_20.29.00.322642,87.54763200870987,86.26473850958098,59.21052631578948,22.63043228049088,58.94736842105264,29.313390419219747,14.95447048888262,22.313492763224477,30.0,False,11.0,0.5
rel_f1_macro,scierc_bert_train,0,67,4,20,100,100,5e-05,0.01,allenai/scibert_scivocab_cased,1,0.4,0.0,2022-03-26_16.40.26.222403,72.59350091968118,70.74234545498716,50.756693830034926,50.69815536060738,42.14202561117578,46.21395857420702,38.54882356758274,41.42706983190161,20.0,,,
rel_f1_macro,scierc_bert_train,1,58,4,20,100,100,5e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.0,2022-03-26_16.05.11.410843,73.03303303303302,71.44045989974178,50.22222222222222,50.30612436409538,42.888888888888886,42.98993301576655,40.26988460506119,41.05571830209512,20.0,,,
rel_f1_macro,scierc_bert_train,2,50,4,20,100,100,5e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.2,2022-03-26_16.28.45.152161,72.65110712148413,71.64459608908844,50.0,49.682922493636525,41.44736842105263,42.27967880652558,39.25539767319115,39.92861267066573,20.0,,,
rel_f1_macro,scierc_bert_train,3,49,4,20,100,100,6e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.15,2022-03-22_09.51.47.931037,71.28358208955224,70.30850815676231,50.05488474204172,49.58914492647986,39.73655323819978,42.07180288383295,37.54132496399274,38.58813562054859,20.0,,,
rel_f1_macro,scierc_bert_train,4,53,4,20,100,100,4e-05,0.01,allenai/scibert_scivocab_cased,1,0.4,0.2,2022-03-26_19.47.28.399165,72.57485029940119,71.44725808086764,50.27932960893855,49.58678956303648,42.68156424581005,44.43739993676782,38.347446892576805,40.461081480291945,20.0,,,
rel_f1_macro,scierc_elec_train,0,219,4,20,100,100,6e-05,0.01,google/electra-base-discriminator,1,0.5,0.1,2022-03-22_18.25.20.499416,67.72810777709736,66.45423320792271,45.23536165327211,43.43561773471004,37.19862227324914,38.50399682419386,33.56590468608841,35.45504759253006,20.0,,,
rel_f1_macro,scierc_elec_train,1,218,4,20,100,100,6e-05,0.01,google/electra-base-discriminator,1,0.5,0.1,2022-03-23_11.39.36.593974,66.66666666666667,64.69447791125653,44.338498212157326,43.01330090738957,35.280095351609056,38.55459997764289,28.84384815039949,32.458136003198405,20.0,,,
rel_f1_macro,scierc_elec_train,2,216,4,20,125,125,6e-05,0.02,google/electra-base-discriminator,1,0.5,0.1,2022-03-23_08.55.05.771090,67.03567035670358,64.39445064063779,44.31687715269805,42.93639373350876,33.524684270952925,34.57676629205804,28.435259491821075,30.720048248812088,20.0,,,
rel_f1_macro,scierc_elec_train,3,227,4,20,100,100,6e-05,0.01,google/electra-base-discriminator,1,0.5,0.1,2022-03-23_10.51.54.218632,67.5356921166977,65.44525990444934,44.14957780458384,42.79913606932931,34.016887816646566,38.46685595059138,27.460349220583986,31.01659783918625,20.0,,,
rel_f1_macro,scierc_elec_train,4,223,4,20,100,100,6e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.5,0.1,2022-03-22_18.41.01.219059,68.21232458816351,66.48467042934229,43.90804597701149,42.78038126188749,34.48275862068966,35.154119142259034,30.43808534862845,32.37627659974658,20.0,,,
rel_f1_macro,scierc_rob_train,0,77,4,20,100,100,5e-05,0.15,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-23_17.24.48.920799,68.53658536585367,67.42182469115207,48.081264108352144,45.794171090407566,36.794582392776526,36.50754037010376,32.40880765328129,33.40182647261402,20.0,,,
rel_f1_macro,scierc_rob_train,1,80,4,20,100,100,5e-05,0.15,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-23_18.12.54.697621,66.99326393141459,66.06310334774184,46.29418472063855,45.117355212761794,34.89167616875713,34.2095267594971,30.82339072488504,31.858546816108785,20.0,,,
rel_f1_macro,scierc_rob_train,2,72,4,20,100,100,5e-05,0.1,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-22_12.42.15.274505,68.75,67.04981674925294,46.97833523375142,44.86997631288211,36.488027366020525,34.04789423549702,31.4884106423568,32.32974103446876,20.0,,,
rel_f1_macro,scierc_rob_train,3,79,4,20,100,100,5e-05,0.2,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-22_13.01.05.757922,68.75383670963782,67.57164150339749,46.17142857142857,44.34006949487288,37.71428571428571,38.30229175288252,34.44365175833424,35.4336641917528,20.0,,,
rel_f1_macro,scierc_rob_train,4,73,4,20,100,100,5e-05,0.15,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-23_17.42.00.075533,69.4074969770254,68.2289569975287,45.87570621468927,43.401292758774886,35.48022598870057,34.87155420083168,30.625724603249083,31.77120469870613,20.0,,,
rel_nec_f1_macro,ade_bert_train,0,4,4,20,100,100,1e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.1,2022-03-27_09.07.07.554048,90.93419236079151,91.2242580847232,83.8192419825073,83.8192419825073,83.8192419825073,81.44475920679886,86.33633633633634,83.8192419825073,20.0,,,
rel_nec_f1_macro,ade_bert_train,1,7,4,20,100,100,1e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.2,2022-03-27_09.30.48.287795,90.767110702802,91.10231917118143,83.44274252370532,83.44274252370532,83.44274252370532,81.13475177304964,85.88588588588588,83.44274252370532,20.0,,,
rel_nec_f1_macro,ade_bert_train,2,32,4,20,100,100,2e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.1,2022-03-26_21.51.25.634438,90.7083716651334,91.0600121718184,83.27246165084003,83.27246165084003,83.27246165084003,81.08108108108108,85.58558558558559,83.27246165084003,20.0,,,
rel_nec_f1_macro,ade_bert_train,3,20,4,20,100,100,5e-05,0.0,allenai/scibert_scivocab_cased,1,0.4,0.2,2022-03-27_01.40.39.491982,90.7083716651334,91.040219602294,83.16400580551525,83.16400580551525,83.16400580551525,80.47752808988764,86.03603603603604,83.16400580551525,20.0,,,
rel_nec_f1_macro,ade_bert_train,4,10,4,20,100,100,1e-05,0.01,allenai/scibert_scivocab_cased,1,0.4,0.1,2022-03-27_09.55.33.817937,90.3432494279176,90.69817223222292,83.18840579710145,83.18840579710145,83.04347826086955,80.25210084033614,86.03603603603604,83.04347826086955,20.0,,,
rel_nec_f1_macro,ade_elec_train,0,599,4,20,100,100,5e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.1,2022-03-28_13.38.42.558541,89.78644382544104,90.06264239363978,81.23123123123122,81.23123123123122,81.23123123123122,80.14814814814815,82.34398782343987,81.23123123123122,20.0,False,9.0,
rel_nec_f1_macro,ade_elec_train,1,613,4,20,100,100,5e-05,0.02,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.1,2022-03-28_12.03.19.494299,90.46153846153844,90.83873835646888,81.19601328903656,81.19601328903656,81.19601328903656,79.04269081500647,83.46994535519126,81.19601328903656,20.0,False,9.0,
rel_nec_f1_macro,ade_elec_train,2,595,4,20,100,100,3e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.2,2022-03-28_11.16.56.892174,90.42787825319806,90.80924674429713,81.01945003353455,81.01945003353455,81.01945003353455,79.57839262187089,82.5136612021858,81.01945003353455,20.0,False,9.0,
rel_nec_f1_macro,ade_elec_train,3,604,4,20,100,100,3e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.1,2022-03-28_10.29.53.619221,90.23420238621298,90.60833902939169,80.59701492537313,80.59701492537313,80.59701492537313,80.05390835579514,81.14754098360656,80.59701492537313,20.0,False,9.0,
rel_nec_f1_macro,ade_elec_train,4,596,4,20,100,100,5e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.2,2022-03-28_14.29.02.203078,89.69976905311779,89.96035371942685,80.41237113402062,80.41237113402062,80.41237113402062,77.88873038516405,83.10502283105022,80.41237113402062,20.0,False,9.0,
rel_nec_f1_macro,ade_rob_train,0,632,4,20,100,100,5e-05,0.01,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-27_22.47.55.820777,90.94252873563218,91.28922348716692,82.53275109170305,82.53275109170305,82.53275109170305,80.08474576271186,85.13513513513513,82.53275109170305,20.0,,,
rel_nec_f1_macro,ade_rob_train,1,636,4,20,100,100,3e-05,0.01,allenai/biomed_roberta_base,1,0.4,0.1,2022-03-27_18.45.12.511391,90.6046511627907,90.91016573125526,82.18562874251498,82.18562874251498,82.18562874251498,81.94029850746269,82.43243243243244,82.18562874251498,20.0,,,
rel_nec_f1_macro,ade_rob_train,2,634,4,20,100,100,1e-05,0.02,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-27_14.30.13.860818,90.42357274401472,90.74984972310683,82.1376281112738,82.1376281112738,82.1376281112738,80.14285714285714,84.23423423423422,82.1376281112738,20.0,,,
rel_nec_f1_macro,ade_rob_train,3,645,4,20,100,100,5e-05,0.02,allenai/biomed_roberta_base,1,0.4,0.1,2022-03-27_20.22.25.066549,90.52242256125751,90.84668408567404,82.11143695014663,82.11143695014663,81.96480938416423,80.08595988538681,83.93393393393393,81.96480938416423,20.0,,,
rel_nec_f1_macro,ade_rob_train,4,642,4,20,100,100,1e-05,0.01,allenai/biomed_roberta_base,1,0.4,0.1,2022-03-27_15.20.37.948485,90.79189686924492,91.1402159134982,81.93123628383321,81.93123628383321,81.93123628383321,79.88587731811697,84.08408408408408,81.93123628383321,20.0,,,
rel_nec_f1_macro,conll04_bert_train,0,121,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.4,0.2,2022-03-24_16.56.59.416385,88.65168539325843,85.67738073136117,71.88940092165899,73.20216644784938,71.88940092165899,76.53580591795695,70.55802549852893,73.20216644784938,20.0,,,
rel_nec_f1_macro,conll04_bert_train,1,195,4,20,100,100,5e-05,0.005,bert-base-cased,1,0.5,0.2,2022-03-24_19.12.06.248497,87.44343891402715,83.28669743763122,72.06349206349206,73.0419193209891,72.06349206349206,79.55048761427916,68.57779901258162,73.0419193209891,20.0,,,
rel_nec_f1_macro,conll04_bert_train,2,145,4,20,100,100,5e-05,0.0,bert-base-cased,1,0.4,0.2,2022-03-24_19.30.46.210486,86.80089485458613,83.07167568598277,71.9640179910045,73.27018455156656,71.66416791604198,74.53865182436613,72.26920981383225,72.95018455156657,20.0,,,
rel_nec_f1_macro,conll04_bert_train,3,155,4,20,100,100,5e-05,0.005,bert-base-cased,1,0.4,0.1,2022-03-24_18.46.45.347701,87.74482372691661,84.37054882001385,71.25748502994011,72.77070325723456,71.25748502994011,73.96883181254498,72.03941291355478,72.77070325723456,20.0,,,
rel_nec_f1_macro,conll04_bert_train,4,166,4,20,100,100,0.0001,0.005,bert-base-cased,1,0.5,0.1,2022-03-24_22.14.36.474140,86.55700510493477,82.72260423376629,71.09004739336493,72.25451184109725,71.09004739336493,77.9369427146265,68.09987342939289,72.25451184109725,20.0,,,
rel_nec_f1_macro,conll04_bert_train_lvl,0,87,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.6,0.2,2022-03-31_16.19.15.856440,86.71171171171173,83.09593934337435,71.82866556836903,73.18969622533366,71.82866556836903,82.91612645058024,66.75159470582813,73.18969622533366,20.0,True,8.0,
rel_nec_f1_macro,conll04_bert_train_lvl,1,90,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.35,0.2,2022-03-31_17.30.03.393484,86.73754896474537,83.37316222527336,71.44992526158444,72.54396385286026,71.15097159940208,73.19999888688528,71.98436727269679,72.229003222939,20.0,True,11.0,
rel_nec_f1_macro,conll04_bert_train_lvl,2,88,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.5,0.2,2022-03-31_12.07.41.216129,86.94177501413228,83.0875193971056,70.01620745542951,71.10741599903213,70.01620745542951,79.15208443059181,66.64083285135918,71.10741599903213,20.0,True,8.0,
rel_nec_f1_macro,conll04_bert_train_lvl,3,83,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.5,0.2,2022-03-31_11.50.34.017874,87.13881019830029,83.06265365541128,69.82055464926592,71.0485302476333,69.82055464926592,79.8676917575541,65.54483197961459,71.0485302476333,20.0,True,8.0,
rel_nec_f1_macro,conll04_bert_train_lvl,4,89,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.4,0.2,2022-03-31_11.41.20.471429,86.7838910947249,83.14400991788337,69.47040498442367,71.02840274539281,69.47040498442367,75.05399115616711,68.31328320802005,71.02840274539281,20.0,True,8.0,
rel_nec_f1_macro,conll04_elec_train,0,325,4,20,100,100,5e-05,0.01,google/electra-base-discriminator,1,0.55,0.0,2022-03-26_11.58.15.889933,76.82119205298012,73.4174164528016,61.77847113884556,63.89589521832413,61.466458658346326,67.69453934348292,61.26867335562988,63.57331457316284,20.0,,,
rel_nec_f1_macro,conll04_elec_train,1,278,4,20,100,100,5e-05,0.05,google/electra-base-discriminator,1,0.4,0.2,2022-03-26_09.53.45.502396,75.73770491803278,72.40726885838583,61.64978292329957,63.29529845466172,61.64978292329957,62.14532634453956,65.09227081080627,63.29529845466172,20.0,,,
rel_nec_f1_macro,conll04_elec_train,2,274,4,20,100,100,5e-05,0.05,google/electra-base-discriminator,1,0.55,0.0,2022-03-26_10.39.43.538891,77.06622879036672,73.74452950452341,61.36363636363635,62.67040409459958,61.36363636363635,69.38935967107149,58.8029019035884,62.67040409459958,20.0,,,
rel_nec_f1_macro,conll04_elec_train,3,372,4,20,100,100,0.0001,0.05,google/electra-base-discriminator,1,0.5,0.2,2022-03-26_14.34.50.468169,74.12353923205342,70.54691700596659,60.54750402576489,62.46422413793103,60.54750402576489,68.54698489565318,58.29164885457792,62.46422413793103,20.0,,,
rel_nec_f1_macro,conll04_elec_train,4,292,4,20,100,100,5e-05,0.01,google/electra-base-discriminator,1,0.4,0.0,2022-03-26_10.59.38.200312,76.61691542288557,73.26346099844304,60.39453717754173,62.378317246359785,60.39453717754173,64.11875704376551,61.4562828475872,62.378317246359785,20.0,,,
rel_nec_f1_macro,conll04_rob_train,0,535,4,20,100,100,5e-05,0.005,roberta-base,1,0.5,0.2,2022-03-25_05.43.53.077390,86.18968386023293,82.44038028066824,70.2127659574468,71.40701467299404,70.2127659574468,73.81715073508116,70.31973747076722,71.40701467299404,20.0,,,
rel_nec_f1_macro,conll04_rob_train,1,493,4,20,100,100,4e-05,0.0,roberta-base,1,0.5,0.0,2022-03-25_15.07.11.369668,87.04318936877078,83.39720103756693,70.8898944193062,71.30010307153165,70.8898944193062,73.16603074851308,70.91537371857737,71.30010307153165,20.0,,,
rel_nec_f1_macro,conll04_rob_train,2,486,4,20,100,100,5e-05,0.0,roberta-base,1,0.5,0.0,2022-03-25_06.10.18.550381,86.23751387347392,82.76140240382091,69.65620328849027,71.51875250196399,69.35724962630792,73.24257647395946,69.87256603046077,71.206252501964,20.0,,,
rel_nec_f1_macro,conll04_rob_train,3,379,4,20,100,100,6e-05,0.01,roberta-base,1,0.45,0.3,2022-03-25_17.59.01.982799,85.06787330316742,81.42104975136945,68.87835703001579,70.27536777615187,68.87835703001579,75.89160421536262,66.43524362746331,70.27536777615187,20.0,,,
rel_nec_f1_macro,conll04_rob_train,4,547,4,20,100,100,4e-05,0.005,roberta-base,1,0.5,0.0,2022-03-25_13.19.51.478648,85.39823008849558,81.23531859527913,68.69300911854103,70.21303100888481,68.69300911854103,72.21860815633553,68.83044567941592,70.21303100888481,20.0,,,
rel_nec_f1_macro,conll04_rob_train_lvl,0,91,4,20,100,100,4e-05,0.0,roberta-base,1,0.5,0.0,2022-03-31_10.44.39.925787,84.71372984991663,80.70241733832201,65.85365853658537,68.09264155636647,65.54878048780488,71.32125856263787,65.42260333107015,67.88211524057701,20.0,True,8.0,
rel_nec_f1_macro,docRed_bert_train_lvl,0,617,12,30,200,200,8e-05,0.1,bert-base-cased,12,0.5,0.2,2022-04-04_18.41.50.524935,99.85773692274022,99.80374418093896,90.01372010976087,64.97584472705805,90.01372010976087,69.0784246857942,58.71526550590185,64.97584472705805,30.0,False,11.0,0.5
rel_nec_f1_macro,docRed_bert_train_lvl,1,614,12,30,200,200,5e-05,0.01,bert-base-cased,12,0.5,0.1,2022-04-04_04.33.41.768240,87.78347732181425,86.47059153106737,60.616856677524446,35.24556056888401,60.00610749185668,39.70284554201428,29.73393195517722,34.56945157093762,30.0,False,11.0,0.5
rel_nec_f1_macro,docRed_bert_train_lvl,2,618,12,30,200,200,5e-05,0.0,bert-base-cased,12,0.5,0.2,2022-04-04_10.47.30.574246,88.06941431670282,86.96724223360654,60.94398340248964,34.71239885000345,60.37344398340249,38.31174831507172,28.185765737279635,33.661195460797714,30.0,False,11.0,0.5
rel_nec_f1_macro,docRed_bert_train_lvl,3,630,12,30,200,200,5e-05,0.01,bert-base-cased,12,0.5,0.2,2022-04-04_06.37.09.385758,88.3480985306828,87.20721630523974,60.57224025974026,34.14078959352184,60.06493506493506,37.67371663686051,28.861312627389086,33.3032087239118,30.0,False,11.0,0.5
rel_nec_f1_macro,docRed_bert_train_lvl,4,626,12,30,200,100,8e-05,0.1,bert-base-cased,12,0.5,0.2,2022-04-03_15.16.37.215988,87.55518466673846,86.60935844047687,60.8502812635223,33.76182522652476,60.471657291215934,37.81832006150896,26.69029285036973,33.17360452644891,30.0,False,11.0,0.5
rel_nec_f1_macro,docRed_rob_train_lvl,0,208,8,30,200,200,5e-05,0.0,roberta-base,1,0.5,0.1,2022-04-05_15.37.34.269938,86.8789496622358,85.43726332573968,57.232481060606055,24.98487179673364,56.7589962121212,30.81134749789341,17.666940975272922,24.47127109113137,30.0,False,11.0,0.5
rel_nec_f1_macro,docRed_rob_train_lvl,1,213,8,30,200,200,5e-05,0.1,roberta-base,1,0.5,0.2,2022-04-05_07.04.03.787270,86.87269172278947,85.52872065525405,58.887809616318606,24.75465257512349,58.40213695968918,30.494770390456612,17.768269319064398,24.1179674014206,30.0,False,11.0,0.5
rel_nec_f1_macro,docRed_rob_train_lvl,2,210,8,30,200,200,5e-05,0.1,roberta-base,1,0.5,0.1,2022-04-05_09.47.37.728639,87.01944080384447,85.78792376695564,58.64509605662286,25.39330332329528,58.076339737108185,32.017471348078374,17.681136709316007,23.96894485956877,30.0,False,11.0,0.5
rel_nec_f1_macro,docRed_rob_train_lvl,3,215,8,30,200,200,5e-05,0.0,roberta-base,1,0.5,0.2,2022-04-05_12.47.34.061412,87.06765281705458,85.7448736326756,59.12678207739308,22.928499860587586,58.87219959266802,30.507777062779866,15.427413191586645,22.47663272763072,30.0,False,11.0,0.5
rel_nec_f1_macro,docRed_rob_train_lvl,4,214,8,30,200,200,3e-05,0.1,roberta-base,1,0.5,0.2,2022-04-04_20.29.00.322642,87.54763200870987,86.26473850958098,59.21052631578948,22.63043228049088,58.94736842105264,29.313390419219747,14.95447048888262,22.313492763224477,30.0,False,11.0,0.5
rel_nec_f1_macro,scierc_bert_train,0,67,4,20,100,100,5e-05,0.01,allenai/scibert_scivocab_cased,1,0.4,0.0,2022-03-26_16.40.26.222403,72.59350091968118,70.74234545498716,50.756693830034926,50.69815536060738,42.14202561117578,46.21395857420702,38.54882356758274,41.42706983190161,20.0,,,
rel_nec_f1_macro,scierc_bert_train,1,58,4,20,100,100,5e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.0,2022-03-26_16.05.11.410843,73.03303303303302,71.44045989974178,50.22222222222222,50.30612436409538,42.888888888888886,42.98993301576655,40.26988460506119,41.05571830209512,20.0,,,
rel_nec_f1_macro,scierc_bert_train,2,56,4,20,100,100,4e-05,0.01,allenai/scibert_scivocab_cased,1,0.4,0.0,2022-03-26_19.25.06.575122,72.80334728033472,71.15251921919983,48.57768052516411,49.2059008052448,40.26258205689278,43.765987804889406,39.25976886000674,40.77715908185585,20.0,,,
rel_nec_f1_macro,scierc_bert_train,3,53,4,20,100,100,4e-05,0.01,allenai/scibert_scivocab_cased,1,0.4,0.2,2022-03-26_19.47.28.399165,72.57485029940119,71.44725808086764,50.27932960893855,49.58678956303648,42.68156424581005,44.43739993676782,38.347446892576805,40.461081480291945,20.0,,,
rel_nec_f1_macro,scierc_bert_train,4,66,4,20,100,100,5e-05,0.01,allenai/scibert_scivocab_cased,1,0.4,0.1,2022-03-26_16.51.52.171949,72.35576923076924,70.90881979117808,50.0,48.63910942636828,41.66666666666667,43.308879835436265,37.99994132291745,40.05227007086426,20.0,,,
rel_nec_f1_macro,scierc_elec_train,0,219,4,20,100,100,6e-05,0.01,google/electra-base-discriminator,1,0.5,0.1,2022-03-22_18.25.20.499416,67.72810777709736,66.45423320792271,45.23536165327211,43.43561773471004,37.19862227324914,38.50399682419386,33.56590468608841,35.45504759253006,20.0,,,
rel_nec_f1_macro,scierc_elec_train,1,225,4,20,100,100,6e-05,0.01,google/electra-base-discriminator,1,0.5,0.1,2022-03-23_11.07.38.225160,68.06670784434836,66.06615351635028,43.13725490196078,42.04370059943206,35.29411764705882,37.01778086871254,30.86579148235446,33.12007143603598,20.0,,,
rel_nec_f1_macro,scierc_elec_train,2,218,4,20,100,100,6e-05,0.01,google/electra-base-discriminator,1,0.5,0.1,2022-03-23_11.39.36.593974,66.66666666666667,64.69447791125653,44.338498212157326,43.01330090738957,35.280095351609056,38.55459997764289,28.84384815039949,32.458136003198405,20.0,,,
rel_nec_f1_macro,scierc_elec_train,3,223,4,20,100,100,6e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.5,0.1,2022-03-22_18.41.01.219059,68.21232458816351,66.48467042934229,43.90804597701149,42.78038126188749,34.48275862068966,35.154119142259034,30.43808534862845,32.37627659974658,20.0,,,
rel_nec_f1_macro,scierc_elec_train,4,221,4,20,100,100,5.5e-05,0.01,google/electra-base-discriminator,1,0.5,0.1,2022-03-23_10.29.57.403079,67.6980198019802,66.19570649563093,44.07971864009379,40.217363331059424,35.873388042204,36.81784305361294,28.61924462150324,31.584131231136283,20.0,,,
