criterion,label,seq,index,train_batch_size,epochs,neg_entity_count,neg_relation_count,lr,weight_decay,model_path,eval_batch_size,rel_filter_threshold,prop_drop,runID,ner_f1_micro,ner_f1_macro,rel_f1_micro,rel_f1_macro,rel_nec_f1_micro,rel_nec_prec_macro,rel_nec_rec_macro,rel_nec_f1_macro,epoch,output_hidden_states,hidden_state_from_layer,f_score_beta
ner_f1_macro,scierc_elec_train,1,223,4,20,100,100,6e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.5,0.1,2022-03-22_18.41.01.219059,68.21232458816351,66.48467042934229,43.90804597701149,42.78038126188749,34.48275862068966,35.154119142259034,30.43808534862845,32.37627659974658,20.0,,,
ner_f1_macro,scierc_elec_train,2,219,4,20,100,100,6e-05,0.01,google/electra-base-discriminator,1,0.5,0.1,2022-03-22_18.25.20.499416,67.72810777709736,66.45423320792271,45.23536165327211,43.43561773471004,37.19862227324914,38.50399682419386,33.56590468608841,35.45504759253006,20.0,,,
ner_f1_macro,scierc_elec_train,3,226,4,20,125,100,6e-05,0.02,google/electra-base-discriminator,1,0.35,0.1,2022-03-22_20.32.00.719556,68.05385556915544,66.27493866160795,43.15906562847608,40.56835075172983,33.37041156840934,30.802182718559028,27.10697000231595,28.2732417862121,20.0,,,
ner_f1_macro,scierc_elec_train,4,221,4,20,100,100,5.5e-05,0.01,google/electra-base-discriminator,1,0.5,0.1,2022-03-23_10.29.57.403079,67.6980198019802,66.19570649563093,44.07971864009379,40.217363331059424,35.873388042204,36.81784305361294,28.61924462150324,31.584131231136283,20.0,,,
ner_f1_macro,scierc_rob_train,0,73,4,20,100,100,5e-05,0.15,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-23_17.42.00.075533,69.4074969770254,68.2289569975287,45.87570621468927,43.401292758774886,35.48022598870057,34.87155420083168,30.625724603249083,31.77120469870613,20.0,,,
ner_f1_macro,scierc_rob_train,1,76,4,20,100,100,5e-05,0.15,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-23_17.57.34.372778,69.48640483383686,67.84060918078777,39.40242763772175,35.73966204272789,31.5592903828198,23.38209671329876,32.074913326013274,26.70332107187192,20.0,,,
ner_f1_macro,scierc_rob_train,2,79,4,20,100,100,5e-05,0.2,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-22_13.01.05.757922,68.75383670963782,67.57164150339749,46.17142857142857,44.34006949487288,37.71428571428571,38.30229175288252,34.44365175833424,35.4336641917528,20.0,,,
ner_f1_macro,scierc_rob_train,3,77,4,20,100,100,5e-05,0.15,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-23_17.24.48.920799,68.53658536585367,67.42182469115207,48.081264108352144,45.794171090407566,36.794582392776526,36.50754037010376,32.40880765328129,33.40182647261402,20.0,,,
ner_f1_macro,scierc_rob_train,4,68,4,20,100,100,4e-05,0.15,allenai/biomed_roberta_base,1,0.4,0.25,2022-03-22_17.10.24.480132,69.06650396583282,67.31615523743494,46.100917431192656,42.99873200586184,35.091743119266056,33.30517178051752,28.6429027707356,30.31409201142315,20.0,,,
rel_f1_macro,ade_bert_train,0,4,4,20,100,100,1e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.1,2022-03-27_09.07.07.554048,90.93419236079151,91.2242580847232,83.8192419825073,83.8192419825073,83.8192419825073,81.44475920679886,86.33633633633634,83.8192419825073,20.0,,,
rel_f1_macro,ade_bert_train,1,7,4,20,100,100,1e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.2,2022-03-27_09.30.48.287795,90.767110702802,91.10231917118143,83.44274252370532,83.44274252370532,83.44274252370532,81.13475177304964,85.88588588588588,83.44274252370532,20.0,,,
rel_f1_macro,ade_bert_train,2,32,4,20,100,100,2e-05,0.02,allenai/scibert_scivocab_cased,1,0.4,0.1,2022-03-26_21.51.25.634438,90.7083716651334,91.0600121718184,83.27246165084003,83.27246165084003,83.27246165084003,81.08108108108108,85.58558558558559,83.27246165084003,20.0,,,
rel_f1_macro,ade_bert_train,3,10,4,20,100,100,1e-05,0.01,allenai/scibert_scivocab_cased,1,0.4,0.1,2022-03-27_09.55.33.817937,90.3432494279176,90.69817223222292,83.18840579710145,83.18840579710145,83.04347826086955,80.25210084033614,86.03603603603604,83.04347826086955,20.0,,,
rel_f1_macro,ade_bert_train,4,20,4,20,100,100,5e-05,0.0,allenai/scibert_scivocab_cased,1,0.4,0.2,2022-03-27_01.40.39.491982,90.7083716651334,91.040219602294,83.16400580551525,83.16400580551525,83.16400580551525,80.47752808988764,86.03603603603604,83.16400580551525,20.0,,,
rel_f1_macro,ade_elec_train,0,599,4,20,100,100,5e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.1,2022-03-28_13.38.42.558541,89.78644382544104,90.06264239363978,81.23123123123122,81.23123123123122,81.23123123123122,80.14814814814815,82.34398782343987,81.23123123123122,20.0,False,9.0,
rel_f1_macro,ade_elec_train,1,613,4,20,100,100,5e-05,0.02,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.1,2022-03-28_12.03.19.494299,90.46153846153844,90.83873835646888,81.19601328903656,81.19601328903656,81.19601328903656,79.04269081500647,83.46994535519126,81.19601328903656,20.0,False,9.0,
rel_f1_macro,ade_elec_train,2,595,4,20,100,100,3e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.2,2022-03-28_11.16.56.892174,90.42787825319806,90.80924674429713,81.01945003353455,81.01945003353455,81.01945003353455,79.57839262187089,82.5136612021858,81.01945003353455,20.0,False,9.0,
rel_f1_macro,ade_elec_train,3,604,4,20,100,100,3e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.1,2022-03-28_10.29.53.619221,90.23420238621298,90.60833902939169,80.59701492537313,80.59701492537313,80.59701492537313,80.05390835579514,81.14754098360656,80.59701492537313,20.0,False,9.0,
rel_f1_macro,ade_elec_train,4,596,4,20,100,100,5e-05,0.01,kamalkraj/bioelectra-base-discriminator-pubmed,1,0.4,0.2,2022-03-28_14.29.02.203078,89.69976905311779,89.96035371942685,80.41237113402062,80.41237113402062,80.41237113402062,77.88873038516405,83.10502283105022,80.41237113402062,20.0,False,9.0,
rel_f1_macro,ade_rob_train,0,632,4,20,100,100,5e-05,0.01,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-27_22.47.55.820777,90.94252873563218,91.28922348716692,82.53275109170305,82.53275109170305,82.53275109170305,80.08474576271186,85.13513513513513,82.53275109170305,20.0,,,
rel_f1_macro,ade_rob_train,1,636,4,20,100,100,3e-05,0.01,allenai/biomed_roberta_base,1,0.4,0.1,2022-03-27_18.45.12.511391,90.6046511627907,90.91016573125526,82.18562874251498,82.18562874251498,82.18562874251498,81.94029850746269,82.43243243243244,82.18562874251498,20.0,,,
rel_f1_macro,ade_rob_train,2,634,4,20,100,100,1e-05,0.02,allenai/biomed_roberta_base,1,0.4,0.2,2022-03-27_14.30.13.860818,90.42357274401472,90.74984972310683,82.1376281112738,82.1376281112738,82.1376281112738,80.14285714285714,84.23423423423422,82.1376281112738,20.0,,,
rel_f1_macro,ade_rob_train,3,645,4,20,100,100,5e-05,0.02,allenai/biomed_roberta_base,1,0.4,0.1,2022-03-27_20.22.25.066549,90.52242256125751,90.84668408567404,82.11143695014663,82.11143695014663,81.96480938416423,80.08595988538681,83.93393393393393,81.96480938416423,20.0,,,
rel_f1_macro,ade_rob_train,4,642,4,20,100,100,1e-05,0.01,allenai/biomed_roberta_base,1,0.4,0.1,2022-03-27_15.20.37.948485,90.79189686924492,91.1402159134982,81.93123628383321,81.93123628383321,81.93123628383321,79.88587731811697,84.08408408408408,81.93123628383321,20.0,,,
rel_f1_macro,conll04_bert_train,0,145,4,20,100,100,5e-05,0.0,bert-base-cased,1,0.4,0.2,2022-03-24_19.30.46.210486,86.80089485458613,83.07167568598277,71.9640179910045,73.27018455156656,71.66416791604198,74.53865182436613,72.26920981383225,72.95018455156657,20.0,,,
rel_f1_macro,conll04_bert_train,1,121,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.4,0.2,2022-03-24_16.56.59.416385,88.65168539325843,85.67738073136117,71.88940092165899,73.20216644784938,71.88940092165899,76.53580591795695,70.55802549852893,73.20216644784938,20.0,,,
rel_f1_macro,conll04_bert_train,2,195,4,20,100,100,5e-05,0.005,bert-base-cased,1,0.5,0.2,2022-03-24_19.12.06.248497,87.44343891402715,83.28669743763122,72.06349206349206,73.0419193209891,72.06349206349206,79.55048761427916,68.57779901258162,73.0419193209891,20.0,,,
rel_f1_macro,conll04_bert_train,3,155,4,20,100,100,5e-05,0.005,bert-base-cased,1,0.4,0.1,2022-03-24_18.46.45.347701,87.74482372691661,84.37054882001385,71.25748502994011,72.77070325723456,71.25748502994011,73.96883181254498,72.03941291355478,72.77070325723456,20.0,,,
rel_f1_macro,conll04_bert_train,4,172,4,20,100,100,0.0001,0.005,bert-base-cased,1,0.4,0.0,2022-03-24_21.48.43.527680,87.32394366197184,83.7716581708909,71.4064914992272,72.45319275514166,71.09737248840803,75.98086771961653,69.55812608444188,72.13573243768134,20.0,,,
rel_f1_macro,conll04_bert_train_lvl,0,87,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.6,0.2,2022-03-31_16.19.15.856440,86.71171171171173,83.09593934337435,71.82866556836903,73.18969622533366,71.82866556836903,82.91612645058024,66.75159470582813,73.18969622533366,20.0,True,8.0,
rel_f1_macro,conll04_bert_train_lvl,1,90,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.35,0.2,2022-03-31_17.30.03.393484,86.73754896474537,83.37316222527336,71.44992526158444,72.54396385286026,71.15097159940208,73.19999888688528,71.98436727269679,72.229003222939,20.0,True,11.0,
rel_f1_macro,conll04_bert_train_lvl,2,88,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.5,0.2,2022-03-31_12.07.41.216129,86.94177501413228,83.0875193971056,70.01620745542951,71.10741599903213,70.01620745542951,79.15208443059181,66.64083285135918,71.10741599903213,20.0,True,8.0,
rel_f1_macro,conll04_bert_train_lvl,3,83,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.5,0.2,2022-03-31_11.50.34.017874,87.13881019830029,83.06265365541128,69.82055464926592,71.0485302476333,69.82055464926592,79.8676917575541,65.54483197961459,71.0485302476333,20.0,True,8.0,
rel_f1_macro,conll04_bert_train_lvl,4,89,4,20,100,100,5e-05,0.1,bert-base-cased,1,0.4,0.2,2022-03-31_11.41.20.471429,86.7838910947249,83.14400991788337,69.47040498442367,71.02840274539281,69.47040498442367,75.05399115616711,68.31328320802005,71.02840274539281,20.0,True,8.0,
rel_f1_macro,conll04_elec_train,0,325,4,20,100,100,5e-05,0.01,google/electra-base-discriminator,1,0.55,0.0,2022-03-26_11.58.15.889933,76.82119205298012,73.4174164528016,61.77847113884556,63.89589521832413,61.466458658346326,67.69453934348292,61.26867335562988,63.57331457316284,20.0,,,
rel_f1_macro,conll04_elec_train,1,278,4,20,100,100,5e-05,0.05,google/electra-base-discriminator,1,0.4,0.2,2022-03-26_09.53.45.502396,75.73770491803278,72.40726885838583,61.64978292329957,63.29529845466172,61.64978292329957,62.14532634453956,65.09227081080627,63.29529845466172,20.0,,,
