,label,runID,ner_f1_macro,rel_f1_macro,rel_nec_f1_macro,ner_f1_micro,rel_f1_micro,rel_nec_f1_micro,train_batch_size,epochs,neg_entity_count,neg_relation_count,lr,weight_decay,eval_batch_size,rel_filter_threshold,prop_drop
155,conll04_bert_train,2022-03-24_17.42.54.078069,84.446644467427,72.03951372613517,72.03951372613517,87.62654668166479,70.55118110236222,70.55118110236222,4,20,100,100,5e-05,0.05,1,0.5,0.0
156,conll04_bert_train,2022-03-24_15.12.57.875259,82.94141461209125,69.11514721544421,68.81439533574498,86.88888888888889,67.44525547445255,67.15328467153284,4,20,100,100,1e-05,0.01,1,0.5,0.1
157,conll04_bert_train,2022-03-24_15.59.51.067150,81.38416179798271,65.6487090847136,65.37660024117618,85.4945054945055,63.55685131195335,63.26530612244898,4,20,100,100,1e-05,0.005,1,0.5,0.2
158,conll04_bert_train,2022-03-24_21.36.17.048289,82.79710032958218,71.3700293314852,71.04216047902618,86.5654862282181,70.55118110236222,70.23622047244095,4,20,100,100,0.0001,0.01,1,0.5,0.1
159,conll04_bert_train,2022-03-24_19.18.37.056045,83.52914518922094,71.29905403887203,70.66159372141172,86.80516563728243,70.3125,69.6875,4,20,100,100,5e-05,0.0,1,0.4,0.0
160,conll04_bert_train,2022-03-24_14.53.04.011378,80.56466211735224,67.66068478519782,67.66068478519782,85.43046357615894,65.65934065934066,65.65934065934066,4,20,100,100,1e-05,0.01,1,0.4,0.1
161,conll04_bert_train,2022-03-24_17.03.33.337513,85.76087693285271,70.47158022886595,70.47158022886595,88.75140607424072,68.94409937888199,68.94409937888199,4,20,100,100,5e-05,0.1,1,0.5,0.0
162,conll04_bert_train,2022-03-24_16.19.13.903813,83.12059109870634,67.30583038862949,67.30583038862949,86.8362831858407,66.27906976744185,66.27906976744185,4,20,100,100,1e-05,0.0,1,0.4,0.2
163,conll04_bert_train,2022-03-24_12.48.18.157291,67.58831070717247,45.527210018449225,45.527210018449225,74.45333333333333,45.90570719602978,45.90570719602978,4,20,100,100,5e-06,0.0,1,0.4,0.0
164,conll04_bert_train,2022-03-24_18.15.34.313136,83.92499181708804,69.28940138808561,68.9769013880856,87.37973967176005,68.16816816816817,67.86786786786786,4,20,100,100,5e-05,0.01,1,0.4,0.2
165,conll04_bert_train,2022-03-24_22.14.36.474140,82.72260423376629,72.25451184109725,72.25451184109725,86.55700510493477,71.09004739336493,71.09004739336493,4,20,100,100,0.0001,0.005,1,0.5,0.1
166,conll04_bert_train,2022-03-24_17.56.04.923411,82.39999829594528,71.53159242191501,71.53159242191501,86.67413213885779,70.46153846153845,70.46153846153845,4,20,100,100,5e-05,0.05,1,0.5,0.2
167,conll04_bert_train,2022-03-24_16.06.29.667475,81.99049084004537,66.06122796378455,66.06122796378455,86.18602091359384,65.02057613168725,65.02057613168725,4,20,100,100,1e-05,0.0,1,0.4,0.0
168,conll04_bert_train,2022-03-24_13.58.55.482008,82.23444294102474,67.88593235132667,67.59396154840697,86.13861386138613,66.66666666666667,66.37037037037038,4,20,100,100,1e-05,0.1,1,0.5,0.2
169,conll04_bert_train,2022-03-24_19.43.13.869602,83.20445845150233,70.49996201525906,70.49996201525906,86.70062252405205,69.4267515923567,69.4267515923567,4,20,100,100,5e-05,0.0,1,0.5,0.1
170,conll04_bert_train,2022-03-24_18.09.09.023517,82.801714351661,68.61124285730989,68.29874285730989,86.63282571912013,67.06766917293233,66.76691729323309,4,20,100,100,5e-05,0.01,1,0.4,0.1
171,conll04_bert_train,2022-03-24_21.48.43.527680,83.7716581708909,72.45319275514166,72.13573243768134,87.32394366197184,71.4064914992272,71.09737248840803,4,20,100,100,0.0001,0.005,1,0.4,0.0
172,conll04_bert_train,2022-03-24_12.28.01.539703,71.6648167367908,50.20030090779487,50.20030090779487,77.29211087420043,50.32765399737876,50.32765399737876,4,20,100,100,5e-06,0.005,1,0.5,0.0
173,conll04_bert_train,2022-03-24_15.39.42.373347,83.15135433980238,68.03626474325118,67.75654446353091,86.82170542635657,67.04384724186704,66.76096181046675,4,20,100,100,1e-05,0.005,1,0.4,0.2
174,conll04_bert_train,2022-03-24_10.29.25.335308,69.1790677831287,45.10943970703856,45.10943970703856,76.00219659527733,45.17833553500661,45.17833553500661,4,20,100,100,5e-06,0.1,1,0.5,0.0
175,conll04_bert_train,2022-03-24_16.12.58.397989,83.15721717870987,68.06611877200113,68.06611877200113,87.01442841287458,66.85393258426966,66.85393258426966,4,20,100,100,1e-05,0.0,1,0.4,0.1
176,conll04_bert_train,2022-03-24_20.34.04.664833,83.37347599509313,71.078462462932,71.078462462932,86.90744920993228,69.68325791855204,69.68325791855204,4,20,100,100,0.0001,0.05,1,0.4,0.0
177,conll04_bert_train,2022-03-24_14.32.30.668693,81.8211133832239,68.40289952178665,68.40289952178665,86.1249309010503,67.16867469879517,67.16867469879517,4,20,100,100,1e-05,0.05,1,0.5,0.1
178,conll04_bert_train,2022-03-24_11.41.44.084588,68.23039414902425,43.61245719454675,43.61245719454675,74.49700924415443,43.79746835443039,43.79746835443039,4,20,100,100,5e-06,0.01,1,0.4,0.2
179,conll04_bert_train,2022-03-24_17.16.43.484338,83.35142942044418,70.79761084699875,70.47503020183747,87.45075970737197,69.57878315132605,69.26677067082683,4,20,100,100,5e-05,0.1,1,0.5,0.2
180,conll04_bert_train,2022-03-24_16.37.31.165941,82.53834517055458,68.8992537642371,68.8992537642371,86.3006100942873,67.56352765321375,67.56352765321375,4,20,100,100,1e-05,0.0,1,0.5,0.2
181,conll04_bert_train,2022-03-24_14.39.20.883734,82.23278851785253,68.21404904835032,68.21404904835032,86.522462562396,67.36526946107784,67.36526946107784,4,20,100,100,1e-05,0.05,1,0.5,0.2
182,conll04_bert_train,2022-03-24_18.21.51.512057,83.02626750161156,70.99090033969283,70.99090033969283,87.1131119864941,69.85645933014354,69.85645933014354,4,20,100,100,5e-05,0.01,1,0.5,0.0
183,conll04_bert_train,2022-03-24_16.50.16.408540,82.80003713645728,72.02733783831344,71.70213458628093,86.41975308641977,70.92846270928463,70.62404870624047,4,20,100,100,5e-05,0.1,1,0.4,0.1
184,conll04_bert_train,2022-03-24_19.49.35.760333,83.39292197501614,70.51569033052934,70.51569033052934,87.00564971751413,69.11999999999999,69.11999999999999,4,20,100,100,5e-05,0.0,1,0.5,0.2
185,conll04_bert_train,2022-03-24_17.23.07.535948,84.47404278292893,69.96824486988422,69.6507845524239,87.91455874086566,68.1818181818182,67.87878787878789,4,20,100,100,5e-05,0.05,1,0.4,0.0
186,conll04_bert_train,2022-03-24_10.22.57.368149,66.27741309500709,44.12625634468515,44.12625634468515,72.94994675186366,43.96442185514613,43.96442185514613,4,20,100,100,5e-06,0.1,1,0.4,0.2
187,conll04_bert_train,2022-03-24_16.31.25.113983,82.45935733816057,66.7851267502143,66.7851267502143,86.3460475400774,65.4014598540146,65.4014598540146,4,20,100,100,1e-05,0.0,1,0.5,0.1
188,conll04_bert_train,2022-03-24_12.41.41.542048,69.78289328942247,47.688063130281165,47.393945483222346,75.39936102236422,47.53004005340454,47.263017356475295,4,20,100,100,5e-06,0.005,1,0.5,0.2
189,conll04_bert_train,2022-03-24_22.01.22.042837,81.83794460905615,68.96267376949986,68.6477131395786,85.79449747332959,68.20987654320987,67.90123456790124,4,20,100,100,0.0001,0.005,1,0.4,0.2
190,conll04_bert_train,2022-03-24_14.18.46.647812,81.41723954609617,67.78818598092393,67.78818598092393,85.88821250691755,66.66666666666667,66.66666666666667,4,20,100,100,1e-05,0.05,1,0.4,0.2
191,conll04_bert_train,2022-03-24_11.01.42.482450,67.87069644720994,43.25792214067125,43.25792214067125,73.36473050758767,42.044134727061554,42.044134727061554,4,20,100,100,5e-06,0.05,1,0.4,0.2
192,conll04_bert_train,2022-03-24_15.19.45.217019,82.58166121763585,67.02157810326267,67.02157810326267,86.3611264494754,65.58345642540621,65.58345642540621,4,20,100,100,1e-05,0.01,1,0.5,0.2
193,conll04_bert_train,2022-03-24_20.46.33.743840,83.37578062804981,70.73479119019329,70.73479119019329,86.93213684800897,69.39393939393939,69.39393939393939,4,20,100,100,0.0001,0.05,1,0.4,0.2
194,conll04_bert_train,2022-03-24_19.12.06.248497,83.28669743763122,73.0419193209891,73.0419193209891,87.44343891402715,72.06349206349206,72.06349206349206,4,20,100,100,5e-05,0.005,1,0.5,0.2
195,conll04_bert_train,2022-03-24_14.12.09.823957,82.24801429797971,67.36076607730692,67.09049580703665,86.16904500548847,66.28571428571428,66.0,4,20,100,100,1e-05,0.05,1,0.4,0.1
196,conll04_bert_train,2022-03-24_20.40.19.364796,81.90457014437821,69.01510860152979,69.01510860152979,86.05442176870748,67.91862284820031,67.91862284820031,4,20,100,100,0.0001,0.05,1,0.4,0.1
197,conll04_bert_train,2022-03-24_13.13.03.499623,66.73198432048697,43.86193534152921,43.86193534152921,72.91553133514986,43.51713859910581,43.51713859910581,4,20,100,100,5e-06,0.0,1,0.5,0.1
198,conll04_bert_train,2022-03-24_15.06.23.069618,81.3409619991128,66.4977225480194,66.4977225480194,85.57323093801426,65.38461538461539,65.38461538461539,4,20,100,100,1e-05,0.01,1,0.5,0.0
199,conll04_bert_train,2022-03-24_22.08.02.592001,82.8482474984687,71.61597192185629,71.61597192185629,86.7838910947249,70.56962025316456,70.56962025316456,4,20,100,100,0.0001,0.005,1,0.5,0.0
200,conll04_bert_train,2022-03-24_11.21.43.764593,72.27385974481557,50.66789537757279,50.66789537757279,77.35341581495427,50.0,50.0,4,20,100,100,5e-06,0.05,1,0.5,0.2
201,conll04_bert_train,2022-03-24_20.02.50.326813,82.13768934378803,70.04945196385266,70.04945196385265,86.01909039865244,68.76876876876877,68.76876876876877,4,20,100,100,0.0001,0.1,1,0.4,0.1
202,conll04_bert_train,2022-03-24_13.25.23.780860,81.41549404064983,67.82025316331817,67.53856302247308,85.71428571428571,66.9479606188467,66.66666666666666,4,20,100,100,1e-05,0.1,1,0.4,0.0
203,conll04_bert_train,2022-03-24_20.09.12.203264,82.19870671650179,71.9814205898474,71.68512429355111,86.41975308641977,70.42682926829269,70.1219512195122,4,20,100,100,0.0001,0.1,1,0.4,0.2
204,conll04_bert_train,2022-03-24_19.24.43.723591,83.24989709220345,70.94242251976569,70.94242251976569,87.28908886389202,69.95377503852079,69.95377503852079,4,20,100,100,5e-05,0.0,1,0.4,0.1
205,conll04_bert_train,2022-03-24_15.53.09.366826,83.18923519765687,69.9109450192479,69.9109450192479,86.8362831858407,68.78787878787878,68.78787878787878,4,20,100,100,1e-05,0.005,1,0.5,0.1
